lbd,S,freq,mu
8.1666e-07,-66.86204,367095802414713.56,84.74214429088319
8.1664e-07,-64.8273864,367104792809561.1,84.75114548716628
8.1662e-07,-71.1709942,367113783644779.7,84.76014712434947
8.166e-07,-66.1894699,367122774920401.6,84.76914920246514
8.1658e-07,-64.5281416,367131766636459.4,84.7781517215458
8.1656e-07,-69.1274135,367140758792985.2,84.7871546816237
8.1654e-07,-85.0,367149751390011.5,84.79615808273134
8.1652e-07,-85.0,367158744427570.7,84.80516192490113
8.165e-07,-65.9381366,367167737905695.0,84.81416620816536
8.1648e-07,-68.5630982,367176731824417.0,84.82317093255664
8.1646e-07,-85.0,367185726183768.94,84.83217609810723
8.1644e-07,-85.0,367194720983783.25,84.84118170484963
8.1642e-07,-66.7911576,367203716224492.3,84.85018775281625
8.164e-07,-85.0,367212711905928.44,84.85919424203945
8.1638e-07,-85.0,367221708028124.1,84.86820117255175
8.1636e-07,-63.5852915,367230704591111.75,84.87720854438558
8.1634e-07,-65.9415888,367239701594923.7,84.88621635757333
8.1632e-07,-67.4305902,367248699039592.3,84.89522461214746
8.163e-07,-69.2699608,367257696925150.06,84.90423330814039
8.1628e-07,-85.0,367266695251629.3,84.91324244558457
8.1626e-07,-62.51027,367275694019062.56,84.92225202451255
8.1624e-07,-67.0530943,367284693227482.1,84.93126204495664
8.1622e-07,-69.0700747,367293692876920.44,84.94027250694934
8.162e-07,-64.9469932,367302692967409.94,84.94928341052312
8.1618e-07,-62.1819764,367311693498983.06,84.95829475571048
8.1616e-07,-61.1421983,367320694471672.25,84.96730654254387
8.1614e-07,-53.8121828,367329695885509.9,84.9763187710557
8.1612e-07,-49.1155659,367338697740528.3,84.9853314412784
8.161e-07,-48.2001826,367347700036760.2,84.99434455324464
8.1608e-07,-48.1336567,367356702774237.8,85.00335810698675
8.1606e-07,-48.1782844,367365705952993.7,85.0123721025373
8.1604e-07,-49.2810015,367374709573060.1,85.0213865399286
8.1602e-07,-53.6737373,367383713634469.75,85.03040141919334
8.16e-07,-59.9579664,367392718137254.9,85.03941674036388
8.1598e-07,-62.9835559,367401723081448.06,85.0484325034728
8.1596e-07,-65.9045722,367410728467081.75,85.05744870855257
8.1594e-07,-62.5769845,367419734294188.25,85.06646535563557
8.1592e-07,-65.5326343,367428740562800.25,85.07548244475451
8.159e-07,-65.113718,367437747272950.1,85.08449997594182
8.1588e-07,-70.9256135,367446754424670.3,85.09351794922995
8.1586e-07,-66.7583218,367455762017993.3,85.10253636465146
8.1584e-07,-81.4692329,367464770052951.56,85.1115552222388
8.1582e-07,-66.4485957,367473778529577.6,85.12057452202461
8.158e-07,-85.0,367482787447903.9,85.12959426404129
8.1578e-07,-73.6136863,367491796807962.94,85.13861444832149
8.1576e-07,-85.0,367500806609787.2,85.14763507489762
8.1574e-07,-65.9112637,367509816853409.2,85.15665614380231
8.1572e-07,-85.0,367518827538861.4,85.16567765506802
8.157e-07,-66.3863835,367527838666176.3,85.17469960872735
8.1568e-07,-66.3159987,367536850235386.44,85.18372200481278
8.1566e-07,-72.9825151,367545862246524.25,85.19274484335683
8.1564e-07,-62.451447,367554874699622.4,85.2017681243922
8.1562e-07,-66.3601165,367563887594713.25,85.21079184795136
8.156e-07,-85.0,367572900931829.3,85.21981601406675
8.1558e-07,-85.0,367581914711003.25,85.22884062277114
8.1556e-07,-70.831431,367590928932267.4,85.23786567409685
8.1554e-07,-62.4737172,367599943595654.44,85.24689116807669
8.1552e-07,-65.0372012,367608958701196.8,85.25591710474306
8.155e-07,-65.0619204,367617974248927.06,85.26494348412858
8.1548e-07,-67.8130195,367626990238877.7,85.27397030626577
8.1546e-07,-70.6100843,367636006671081.3,85.2829975711873
8.1544e-07,-85.0,367645023545570.5,85.29202527892578
8.1542e-07,-65.8985728,367654040862377.7,85.30105342951367
8.154e-07,-85.0,367663058621535.44,85.31008202298358
8.1538e-07,-67.7757195,367672076823076.3,85.31911105936811
8.1536e-07,-67.2242625,367681095467032.94,85.32814053869994
8.1534e-07,-85.0,367690114553437.8,85.3371704610116
8.1532e-07,-85.0,367699134082323.5,85.34620082633566
8.153e-07,-78.3713411,367708154053722.56,85.35523163470477
8.1528e-07,-85.0,367717174467667.56,85.36426288615151
8.1526e-07,-85.0,367726195324191.06,85.37329458070847
8.1524e-07,-69.930082,367735216623325.6,85.38232671840828
8.1522e-07,-70.2154227,367744238365103.94,85.39135929928364
8.152e-07,-66.3278304,367753260549558.4,85.40039232336697
8.1518e-07,-85.0,367762283176721.7,85.40942579069107
8.1516e-07,-64.6803631,367771306246626.44,85.41845970128854
8.1514e-07,-68.3897966,367780329759305.2,85.42749405519199
8.1512e-07,-85.0,367789353714790.5,85.43652885243398
8.151e-07,-74.2770908,367798378113114.94,85.44556409304715
8.1508e-07,-64.9645322,367807402954311.25,85.45459977706429
8.1506e-07,-68.5299293,367816428238411.9,85.46363590451786
8.1504e-07,-66.1082582,367825453965449.56,85.47267247544066
8.1502e-07,-62.1067892,367834480135456.8,85.48170948986521
8.15e-07,-66.1359207,367843506748466.25,85.4907469478242
8.1498e-07,-85.0,367852533804510.56,85.49978484935035
8.1496e-07,-70.1425145,367861561303622.25,85.50882319447618
8.1494e-07,-64.8093864,367870589245834.06,85.51786198323451
8.1492e-07,-74.0161371,367879617631178.5,85.52690121565786
8.149e-07,-63.892804,367888646459688.3,85.535940891779
8.1488e-07,-85.0,367897675731396.06,85.54498101163058
8.1486e-07,-66.7409788,367906705446334.4,85.55402157524523
8.1484e-07,-83.3228733,367915735604535.9,85.56306258265562
8.1482e-07,-75.2215606,367924766206033.2,85.57210403389442
8.148e-07,-67.5762346,367933797250859.1,85.58114592899449
8.1478e-07,-64.4713815,367942828739046.1,85.59018826798827
8.1476e-07,-68.6052049,367951860670626.94,85.59923105090859
8.1474e-07,-62.1274051,367960893045634.2,85.6082742777881
8.1472e-07,-63.6723841,367969925864100.56,85.61731794865952
8.147e-07,-65.9209627,367978959126058.7,85.62636206355552
8.1468e-07,-62.4186253,367987992831541.25,85.63540662250882
8.1466e-07,-72.8912313,367997026980580.9,85.6444516255521
8.1464e-07,-85.0,368006061573210.25,85.65349707271807
8.1462e-07,-66.5579334,368015096609462.06,85.66254296403947
8.146e-07,-65.0824309,368024132089369.0,85.67158929954903
8.1458e-07,-65.1036333,368033168012963.75,85.68063607927945
8.1456e-07,-72.9962187,368042204380278.94,85.68968330326342
8.1454e-07,-85.0,368051241191347.25,85.69873097153365
8.1452e-07,-73.9487421,368060278446201.44,85.70777908412295
8.145e-07,-85.0,368069316144874.2,85.71682764106403
8.1448e-07,-69.7288655,368078354287398.1,85.72587664238955
8.1446e-07,-85.0,368087392873806.0,85.73492608813233
8.1444e-07,-68.1817616,368096431904130.44,85.743975978325
8.1442e-07,-66.9933541,368105471378404.25,85.75302631300042
8.144e-07,-67.6406157,368114511296660.1,85.76207709219132
8.1438e-07,-65.3515879,368123551658930.75,85.77112831593043
8.1436e-07,-70.5423416,368132592465248.75,85.78017998425041
8.1434e-07,-85.0,368141633715647.0,85.78923209718418
8.1432e-07,-66.2341612,368150675410158.2,85.79828465476447
8.143e-07,-61.5139857,368159717548814.94,85.80733765702392
8.1428e-07,-65.4156085,368168760131650.06,85.81639110399541
8.1426e-07,-68.9857944,368177803158696.25,85.82544499571166
8.1424e-07,-70.7299744,368186846629986.25,85.83449933220545
8.1422e-07,-85.0,368195890545552.8,85.84355411350958
8.142e-07,-68.7547373,368204934905428.6,85.85260933965678
8.1418e-07,-67.3010631,368213979709646.56,85.86166501067994
8.1416e-07,-65.9383748,368223024958239.1,85.87072112661163
8.1414e-07,-63.0078064,368232070651239.3,85.87977768748486
8.1412e-07,-74.2574014,368241116788679.8,85.88883469333237
8.141e-07,-85.0,368250163370593.3,85.8978921441869
8.1408e-07,-69.4642725,368259210397012.56,85.90695004008123
8.1406e-07,-85.0,368268257867970.44,85.91600838104826
8.1404e-07,-85.0,368277305783499.56,85.92506716712067
8.1402e-07,-67.0037222,368286354143632.9,85.93412639833143
8.14e-07,-69.1771004,368295402948402.94,85.94318607471315
8.1398e-07,-85.0,368304452197842.7,85.9522461962988
8.1396e-07,-63.6045713,368313501891984.9,85.96130676312119
8.1394e-07,-61.4626546,368322552030862.25,85.97036777521306
8.1392e-07,-61.2460262,368331602614507.56,85.97942923260726
8.139e-07,-57.1069816,368340653642953.7,85.98849113533666
8.1388e-07,-55.0515739,368349705116233.3,85.99755348343399
8.1386e-07,-54.7352358,368358757034379.4,86.00661627693226
8.1384e-07,-55.0267396,368367809397424.56,86.01567951586416
8.1382e-07,-55.4049811,368376862205401.7,86.02474320026256
8.138e-07,-57.8182912,368385915458343.56,86.03380733016031
8.1378e-07,-62.1355362,368394969156283.0,86.04287190559027
8.1376e-07,-63.409457,368404023299252.9,86.05193692658534
8.1374e-07,-69.3777997,368413077887285.9,86.06100239317826
8.1372e-07,-68.748737,368422132920414.9,86.07006830540192
8.137e-07,-65.867902,368431188398672.7,86.0791346632892
8.1368e-07,-69.7225673,368440244322092.2,86.088201466873
8.1366e-07,-85.0,368449300690706.2,86.09726871618618
8.1364e-07,-65.6283722,368458357504547.5,86.10633641126158
8.1362e-07,-85.0,368467414763648.9,86.11540455213199
8.136e-07,-85.0,368476472468043.25,86.12447313883041
8.1358e-07,-66.3662161,368485530617763.44,86.13354217138966
8.1356e-07,-85.0,368494589212842.3,86.14261164984269
8.1354e-07,-66.9384996,368503648253312.7,86.15168157422232
8.1352e-07,-85.0,368512707739207.4,86.16075194456141
8.135e-07,-85.0,368521767670559.3,86.16982276089294
8.1348e-07,-67.1349302,368530828047401.3,86.17889402324977
8.1346e-07,-85.0,368539888869766.2,86.18796573166475
8.1344e-07,-64.4931429,368548950137686.9,86.19703788617085
8.1342e-07,-63.6107058,368558011851196.2,86.20611048680091
8.134e-07,-85.0,368567074010327.0,86.21518353358786
8.1338e-07,-66.3924746,368576136615112.25,86.22425702656469
8.1336e-07,-85.0,368585199665584.75,86.23333096576422
8.1334e-07,-75.9892259,368594263161777.4,86.2424053512194
8.1332e-07,-67.5752841,368603327103723.0,86.25148018296312
8.133e-07,-85.0,368612391491454.56,86.26055546102836
8.1328e-07,-85.0,368621456325004.94,86.26963118544803
8.1326e-07,-85.0,368630521604407.0,86.27870735625507
8.1324e-07,-67.589636,368639587329693.56,86.2877839734823
8.1322e-07,-85.0,368648653500897.6,86.29686103716278
8.132e-07,-68.3289233,368657720118052.1,86.30593854732949
8.1318e-07,-69.3138339,368666787181189.9,86.31501650401526
8.1316e-07,-64.7401999,368675854690343.9,86.32409490725314
8.1314e-07,-85.0,368684922645546.9,86.33317375707593
8.1312e-07,-85.0,368693991046831.94,86.34225305351671
8.131e-07,-62.7174883,368703059894231.94,86.35133279660843
8.1308e-07,-68.312784,368712129187779.8,86.36041298638403
8.1306e-07,-85.0,368721198927508.44,86.36949362287645
8.1304e-07,-64.8666405,368730269113450.75,86.37857470611866
8.1302e-07,-68.7174976,368739339745639.7,86.38765623614363
8.13e-07,-71.5558222,368748410824108.25,86.39673821298439
8.1298e-07,-85.0,368757482348889.3,86.40582063667388
8.1296e-07,-73.5614896,368766554320015.75,86.414903507245
8.1294e-07,-67.8647907,368775626737520.56,86.4239868247308
8.1292e-07,-70.2266997,368784699601436.8,86.43307058916437
8.129e-07,-85.0,368793772911797.25,86.4421548005785
8.1288e-07,-85.0,368802846668635.0,86.45123945900637
8.1286e-07,-70.1577676,368811920871982.9,86.46032456448081
8.1284e-07,-74.4770393,368820995521873.94,86.46941011703494
8.1282e-07,-85.0,368830070618341.06,86.47849611670166
8.128e-07,-64.7600821,368839146161417.3,86.4875825635141
8.1278e-07,-63.7080643,368848222151135.6,86.49666945750519
8.1276e-07,-73.3017002,368857298587528.9,86.50575679870789
8.1274e-07,-69.5720038,368866375470630.2,86.51484458715534
8.1272e-07,-68.7987458,368875452800472.5,86.52393282288052
8.127e-07,-66.5106747,368884530577088.75,86.53302150591641
8.1268e-07,-65.1405939,368893608800511.9,86.54211063629599
8.1266e-07,-63.0449585,368902687470775.0,86.55120021405243
8.1264e-07,-69.3657997,368911766587911.0,86.56029023921863
8.1262e-07,-85.0,368920846151952.94,86.56938071182769
8.126e-07,-65.0303791,368929926162933.8,86.57847163191268
8.1258e-07,-64.0046072,368939006620886.56,86.58756299950653
8.1256e-07,-68.7458458,368948087525844.25,86.59665481464238
8.1254e-07,-68.4989288,368957168877839.9,86.60574707735326
8.1252e-07,-66.6175922,368966250676906.44,86.61483978767221
8.125e-07,-66.4426555,368975332923076.94,86.62393294563226
8.1248e-07,-68.0024361,368984415616384.4,86.63302655126645
8.1246e-07,-74.7304856,368993498756861.9,86.64212060460797
8.1244e-07,-70.5499132,369002582344542.4,86.65121510568977
8.1242e-07,-71.9238879,369011666379458.94,86.66031005454495
8.124e-07,-73.3979958,369020750861644.5,86.66940545120652
8.1238e-07,-85.0,369029835791132.2,86.6785012957076
8.1236e-07,-66.0425271,369038921167955.06,86.68759758808132
8.1234e-07,-64.9995058,369048006992146.1,86.69669432836072
8.1232e-07,-82.4968148,369057093263738.44,86.7057915165789
8.123e-07,-85.0,369066179982765.0,86.71488915276889
8.1228e-07,-72.0764507,369075267149258.9,86.7239872369638
8.1226e-07,-85.0,369084354763253.1,86.73308576919672
8.1224e-07,-62.5541564,369093442824780.9,86.74218474950084
8.1222e-07,-85.0,369102531333875.06,86.75128417790911
8.122e-07,-85.0,369111620290568.8,86.76038405445472
8.1218e-07,-85.0,369120709694895.2,86.76948437917075
8.1216e-07,-67.9828878,369129799546887.3,86.77858515209039
8.1214e-07,-76.6080633,369138889846578.2,86.78768637324664
8.1212e-07,-64.9663847,369147980594000.9,86.79678804267265
8.121e-07,-85.0,369157071789188.5,86.80589016040155
8.1208e-07,-63.8737031,369166163432174.2,86.81499272646651
8.1206e-07,-77.4975598,369175255522990.94,86.82409574090057
8.1204e-07,-74.7264836,369184348061671.9,86.83319920373692
8.1202e-07,-66.2908301,369193441048250.0,86.84230311500858
8.12e-07,-85.0,369202534482758.6,86.85140747474888
8.1198e-07,-64.0986109,369211628365230.7,86.86051228299084
8.1196e-07,-85.0,369220722695699.3,86.8696175397676
8.1194e-07,-68.0679365,369229817474197.6,86.87872324511233
8.1192e-07,-68.8728091,369238912700758.7,86.88782939905812
8.119e-07,-68.4067,369248008375415.7,86.89693600163821
8.1188e-07,-64.4979571,369257104498201.7,86.9060430528857
8.1186e-07,-71.9759226,369266201069149.9,86.91515055283384
8.1184e-07,-63.589015,369275298088293.25,86.92425850151564
8.1182e-07,-62.2271114,369284395555665.06,86.93336689896438
8.118e-07,-85.0,369293493471298.4,86.94247574521319
8.1178e-07,-70.3700513,369302591835226.3,86.95158504029523
8.1176e-07,-85.0,369311690647482.06,86.96069478424371
8.1174e-07,-64.7108784,369320789908098.6,86.9698049770917
8.1172e-07,-64.1095409,369329889617109.3,86.97891561887252
8.117e-07,-57.819033,369338989774547.25,86.98802670961936
8.1168e-07,-55.1655876,369348090380445.5,86.9971382493653
8.1166e-07,-54.7195459,369357191434837.25,87.00625023814358
8.1164e-07,-54.8363284,369366292937755.6,87.01536267598738
8.1162e-07,-55.2593786,369375394889233.9,87.02447556292995
8.116e-07,-57.2072989,369384497289305.06,87.03358889900443
8.1158e-07,-64.7410442,369393600138002.44,87.04270268424409
8.1156e-07,-68.5474868,369402703435359.06,87.05181691868205
8.1154e-07,-65.7698473,369411807181408.2,87.06093160235157
8.1152e-07,-85.0,369420911376182.94,87.07004673528584
8.115e-07,-85.0,369430016019716.56,87.07916231751814
8.1148e-07,-68.5000539,369439121112042.2,87.08827834908165
8.1146e-07,-71.6250095,369448226653193.0,87.09739483000958
8.1144e-07,-62.8930406,369457332643202.2,87.10651176033515
8.1142e-07,-64.1829621,369466439082103.0,87.11562914009167
8.114e-07,-73.3699405,369475545969928.5,87.12474696931224
8.1138e-07,-73.5563384,369484653306712.06,87.13386524803026
8.1136e-07,-65.1527287,369493761092486.7,87.14298397627879
8.1134e-07,-62.7697784,369502869327285.75,87.15210315409122
8.1132e-07,-67.3152906,369511978011142.3,87.16122278150067
8.113e-07,-85.0,369521087144089.75,87.17034285854056
8.1128e-07,-85.0,369530196726161.1,87.17946338524398
8.1126e-07,-68.3059228,369539306757389.75,87.18858436164429
8.1124e-07,-67.2137093,369548417237808.8,87.19770578777471
8.1122e-07,-67.9146167,369557528167451.5,87.20682766366846
8.112e-07,-64.8963613,369566639546351.1,87.21594998935892
8.1118e-07,-71.4162326,369575751374540.75,87.22507276487917
8.1116e-07,-85.0,369584863652053.8,87.23419599026269
8.1114e-07,-64.3728325,369593976378923.5,87.24331966554271
8.1112e-07,-85.0,369603089555183.0,87.25244379075247
8.111e-07,-68.5251785,369612203180865.5,87.26156836592517
8.1108e-07,-64.2640816,369621317256004.3,87.27069339109418
8.1106e-07,-62.9474742,369630431780632.75,87.27981886629287
8.1104e-07,-70.3980063,369639546754784.0,87.28894479155443
8.1102e-07,-85.0,369648662178491.3,87.29807116691217
8.11e-07,-65.4568933,369657778051787.9,87.30719799239931
8.1098e-07,-70.3379424,369666894374707.1,87.31632526804934
8.1096e-07,-68.0445623,369676011147282.25,87.32545299389548
8.1094e-07,-85.0,369685128369546.44,87.33458116997096
8.1092e-07,-75.3287745,369694246041533.06,87.3437097963092
8.109e-07,-68.3573515,369703364163275.4,87.35283887294347
8.1088e-07,-76.1238796,369712482734806.6,87.36196839990707
8.1086e-07,-85.0,369721601756160.1,87.37109837723337
8.1084e-07,-85.0,369730721227369.2,87.38022880495569
8.1082e-07,-70.7673243,369739841148467.0,87.38935968310729
8.108e-07,-64.4432205,369748961519486.94,87.39849101172156
8.1078e-07,-65.6541437,369758082340462.25,87.40762279083181
8.1076e-07,-71.7298237,369767203611426.3,87.41675502047144
8.1074e-07,-66.9599752,369776325332412.4,87.42588770067374
8.1072e-07,-64.5453897,369785447503453.7,87.43502083147202
8.107e-07,-85.0,369794570124583.7,87.44415441289974
8.1068e-07,-66.2232123,369803693195835.56,87.45328844499011
8.1066e-07,-85.0,369812816717242.75,87.46242292777664
8.1064e-07,-71.0671279,369821940688838.44,87.47155786129255
8.1062e-07,-63.4414663,369831065110656.0,87.48069324557125
8.106e-07,-67.6026383,369840189982728.8,87.48982908064615
8.1058e-07,-72.466154,369849315305090.2,87.4989653665506
8.1056e-07,-85.0,369858441077773.4,87.50810210331792
8.1054e-07,-85.0,369867567300811.8,87.51723929098155
8.1052e-07,-64.9061433,369876693974238.75,87.52637692957481
8.105e-07,-85.0,369885821098087.6,87.53551501913114
8.1048e-07,-67.3918223,369894948672391.7,87.54465355968387
8.1046e-07,-85.0,369904076697184.3,87.5537925512664
8.1044e-07,-74.829689,369913205172498.9,87.56293199391213
8.1042e-07,-85.0,369922334098368.75,87.5720718876545
8.104e-07,-65.9463909,369931463474827.25,87.58121223252684
8.1038e-07,-62.6663119,369940593301907.75,87.59035302856259
8.1036e-07,-65.4737925,369949723579643.6,87.59949427579514
8.1034e-07,-69.493232,369958854308068.2,87.60863597425787
8.1032e-07,-85.0,369967985487214.94,87.61777812398428
8.103e-07,-66.5257477,369977117117117.1,87.6269207250077
8.1028e-07,-74.5477182,369986249197808.2,87.63606377736158
8.1026e-07,-85.0,369995381729321.5,87.64520728107935
8.1024e-07,-85.0,370004514711690.4,87.65435123619437
8.1022e-07,-63.0686007,370013648144948.25,87.6634956427401
8.102e-07,-74.5856263,370022782029128.6,87.67264050075009
8.1018e-07,-67.2975968,370031916364264.75,87.68178581025762
8.1016e-07,-70.3933196,370041051150390.0,87.69093157129612
8.1014e-07,-69.2221267,370050186387537.94,87.70007778389918
8.1012e-07,-85.0,370059322075741.9,87.70922444810016
8.101e-07,-69.2450554,370068458215035.2,87.71837156393246
8.1008e-07,-66.8610278,370077594805451.3,87.72751913142959
8.1006e-07,-65.9197888,370086731847023.7,87.736667150625
8.1004e-07,-63.167109,370095869339785.7,87.74581562155211
8.1002e-07,-85.0,370105007283770.75,87.7549645442444
8.1e-07,-85.0,370114145679012.4,87.76411391873542
8.0998e-07,-80.252694,370123284525543.9,87.77326374505851
8.0996e-07,-69.0404911,370132423823398.7,87.78241402324714
8.0994e-07,-85.0,370141563572610.3,87.79156475333488
8.0992e-07,-74.4914664,370150703773212.2,87.80071593535517
8.099e-07,-64.5518852,370159844425237.7,87.80986756934146
8.0988e-07,-67.0454102,370168985528720.3,87.81901965532727
8.0986e-07,-64.637111,370178127083693.44,87.82817219334602
8.0984e-07,-72.4565052,370187269090190.6,87.8373251834313
8.0982e-07,-85.0,370196411548245.3,87.84647862561661
8.098e-07,-63.7639772,370205554457890.9,87.85563251993536
8.0978e-07,-69.1939608,370214697819160.75,87.86478686642101
8.0976e-07,-74.3153222,370223841632088.5,87.8739416651072
8.0974e-07,-68.7534063,370232985896707.56,87.88309691602736
8.0972e-07,-74.9041111,370242130613051.44,87.89225261921506
8.097e-07,-85.0,370251275781153.56,87.90140877470377
8.0968e-07,-70.7164571,370260421401047.3,87.91056538252691
8.0966e-07,-62.9478322,370269567472766.3,87.91972244271814
8.0964e-07,-71.0205393,370278713996344.06,87.928879955311
8.0962e-07,-85.0,370287860971813.94,87.9380379203389
8.096e-07,-65.2578656,370297008399209.44,87.94719633783541
8.0958e-07,-67.3599661,370306156278564.2,87.95635520783415
8.0956e-07,-63.7934814,370315304609911.56,87.96551453036857
8.0954e-07,-66.0587163,370324453393285.06,87.97467430547219
8.0952e-07,-61.1681803,370333602628718.25,87.98383453317862
8.095e-07,-57.3421419,370342752316244.56,87.99299521352135
8.0948e-07,-56.9357674,370351902455897.6,88.00215634653402
8.0946e-07,-56.1647402,370361053047710.8,88.01131793225008
8.0944e-07,-55.9076577,370370204091717.75,88.02047997070315
8.0942e-07,-58.7799716,370379355587951.9,88.02964246192676
8.094e-07,-62.0510358,370388507536446.75,88.03880540595446
8.0938e-07,-64.2767452,370397659937235.9,88.04796880281982
8.0936e-07,-85.0,370406812790352.9,88.0571326525565
8.0934e-07,-79.204558,370415966095831.2,88.06629695519798
8.0932e-07,-85.0,370425119853704.3,88.0754617107778
8.093e-07,-85.0,370434274064005.94,88.0846269193297
8.0928e-07,-63.4146211,370443428726769.5,88.09379258088713
8.0926e-07,-85.0,370452583842028.5,88.10295869548364
8.0924e-07,-73.9729243,370461739409816.6,88.11212526315298
8.0922e-07,-66.9914613,370470895430167.3,88.12129228392858
8.092e-07,-85.0,370480051903114.2,88.13045975784416
8.0918e-07,-85.0,370489208828690.75,88.13962768493323
8.0916e-07,-76.984228,370498366206930.6,88.14879606522946
8.0914e-07,-63.9317138,370507524037867.4,88.15796489876645
8.0912e-07,-85.0,370516682321534.5,88.16713418557775
8.091e-07,-85.0,370525841057965.6,88.17630392569703
8.0908e-07,-62.523421,370535000247194.4,88.18547411915793
8.0906e-07,-85.0,370544159889254.2,88.19464476599394
8.0904e-07,-66.1175612,370553319984178.75,88.2038158662388
8.0902e-07,-85.0,370562480532001.7,88.21298741992616
8.09e-07,-71.1912045,370571641532756.5,88.22215942708957
8.0898e-07,-73.0377161,370580802986476.8,88.23133188776269
8.0896e-07,-85.0,370589964893196.25,88.24050480197918
8.0894e-07,-85.0,370599127252948.3,88.24967816977261
8.0892e-07,-85.0,370608290065766.7,88.25885199117666
8.089e-07,-63.1286092,370617453331685.0,88.26802626622504
8.0888e-07,-85.0,370626617050736.8,88.27720099495131
8.0886e-07,-66.2399519,370635781222955.8,88.28637617738924
8.0884e-07,-70.6194283,370644945848375.44,88.29555181357229
8.0882e-07,-63.9284626,370654110927029.5,88.3047279035343
8.088e-07,-63.4527466,370663276458951.56,88.3139044473089
8.0878e-07,-70.0804131,370672442444175.2,88.32308144492967
8.0876e-07,-70.0989863,370681608882734.06,88.33225889643035
8.0874e-07,-66.847197,370690775774661.8,88.3414368018446
8.0872e-07,-72.5164661,370699943119992.06,88.35061516120608
8.087e-07,-67.241778,370709110918758.5,88.35979397454852
8.0868e-07,-85.0,370718279170994.75,88.36897324190559
8.0866e-07,-85.0,370727447876734.3,88.37815296331085
8.0864e-07,-72.9510894,370736617036011.06,88.38733313879818
8.0862e-07,-72.0564488,370745786648858.56,88.3965137684012
8.086e-07,-71.3296447,370754956715310.44,88.40569485215359
8.0858e-07,-69.3382029,370764127235400.4,88.41487639008905
8.0856e-07,-65.733054,370773298209161.94,88.42405838224118
8.0854e-07,-75.2987739,370782469636629.0,88.43324082864393
8.0852e-07,-74.2973209,370791641517835.06,88.44242372933083
8.085e-07,-85.0,370800813852813.9,88.45160708433563
8.0848e-07,-70.6855692,370809986641599.0,88.46079089369199
8.0846e-07,-63.662969,370819159884224.3,88.4699751574338
8.0844e-07,-67.7513897,370828333580723.4,88.47915987559465
8.0842e-07,-85.0,370837507731129.9,88.48834504820829
8.084e-07,-66.7971787,370846682335477.5,88.49753067530844
8.0838e-07,-85.0,370855857393799.94,88.50671675692881
8.0836e-07,-63.3599217,370865032906130.94,88.51590329310322
8.0834e-07,-68.2323601,370874208872504.1,88.52509028386532
8.0832e-07,-71.6620515,370883385292953.3,88.53427772924897
8.083e-07,-67.8576929,370892562167512.06,88.54346562928777
8.0828e-07,-85.0,370901739496214.2,88.55265398401556
8.0826e-07,-67.9239215,370910917279093.4,88.5618427934661
8.0824e-07,-65.188228,370920095516183.3,88.57103205767308
8.0822e-07,-77.8572587,370929274207517.75,88.58022177667031
8.082e-07,-63.6649456,370938453353130.4,88.58941195049152
8.0818e-07,-73.8388768,370947632953055.0,88.59860257917057
8.0816e-07,-67.6127587,370956813007325.25,88.6077936627411
8.0814e-07,-65.6512787,370965993515974.94,88.61698520123699
8.0812e-07,-66.7275563,370975174479037.8,88.626177194692
8.081e-07,-63.4813343,370984355896547.44,88.63536964313977
8.0808e-07,-65.1625807,370993537768537.75,88.64456254661425
8.0806e-07,-85.0,371002720095042.44,88.65375590514918
8.0804e-07,-85.0,371011902876095.25,88.66294971877835
8.0802e-07,-85.0,371021086111729.94,88.67214398753555
8.08e-07,-68.9912573,371030269801980.2,88.6813387114545
8.0798e-07,-69.6845543,371039453946879.9,88.69053389056911
8.0796e-07,-68.5004863,371048638546462.7,88.69972952491315
8.0794e-07,-69.8852662,371057823600762.44,88.70892561452042
8.0792e-07,-68.2685144,371067009109812.8,88.71812215942468
8.079e-07,-85.0,371076195073647.7,88.72731915965984
8.0788e-07,-78.5932365,371085381492300.8,88.73651661525969
8.0786e-07,-66.6402192,371094568365805.94,88.74571452625801
8.0784e-07,-72.359584,371103755694196.9,88.75491289268867
8.0782e-07,-85.0,371112943477507.4,88.76411171458544
8.078e-07,-66.8003395,371122131715771.25,88.77331099198219
8.0778e-07,-64.2612086,371131320409022.25,88.78251072491271
8.0776e-07,-85.0,371140509557294.25,88.79171091341091
8.0774e-07,-85.0,371149699160621.0,88.80091155751057
8.0772e-07,-85.0,371158889219036.3,88.81011265724557
8.077e-07,-64.9338152,371168079732574.0,88.81931421264974
8.0768e-07,-69.3842728,371177270701267.8,88.82851622375688
8.0766e-07,-66.3907312,371186462125151.7,88.83771869060097
8.0764e-07,-85.0,371195654004259.3,88.84692161321573
8.0762e-07,-63.6910823,371204846338624.56,88.85612499163508
8.076e-07,-69.2303338,371214039128281.3,88.86532882589295
8.0758e-07,-85.0,371223232373263.3,88.8745331160231
8.0756e-07,-66.4386818,371232426073604.44,88.88373786205948
8.0754e-07,-65.4481947,371241620229338.44,88.89294306403585
8.0752e-07,-66.0733094,371250814840499.3,88.90214872198626
8.075e-07,-85.0,371260009907120.75,88.91135483594445
8.0748e-07,-85.0,371269205429236.6,88.92056140594433
8.0746e-07,-63.3046195,371278401406880.9,88.92976843201986
8.0744e-07,-85.0,371287597840087.2,88.93897591420479
8.0742e-07,-72.3495091,371296794728889.56,88.94818385253316
